PRDTNM,RTRVLPRVNS,BSSHNM,ADDR,TELNO,BRCDNO,FRMLCUNIT,MNFDT,RTRVLPLANDOC_RTRVLMTHD,DISTBTMLMT,PRDLST_TYPE,IMG_FILE_PATH,PRDLST_CD,CRET_DTM,RTRVLDSUSE_SEQ,PRDLST_REPORT_NO,RTRVL_GRDCD_NM,PRDLST_CD_NM,LCNS_NO,sido,sigungu,record_date
건강즙(마가목진액),식품원료로 사용 불가 원료(마가목 가지)사용,영화식품,서울특별시 동대문구,,,"1,500ml(100ml*15봉)",데이터없음,소비자 보관 물량 회수,"2026-12-22, 2026-12-27, 2026-12-28, 2026-12-30, 2027-01-04, 2027-01-06, 2027-01-10, 2027-01-13, 2027-01-16, 2027-01-18, 2027-01-20, 2027-01-25, 2027-01-28, 2027-02-01",즉석판매제조가공업 제조식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2488513, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2488514",C0309010200000,2026-02-25 18:10:35.478784,3000222309,,1등급,액상차,20150042542,서울특별시,서울특별시 동대문구,2026-02-25
구전죽염,제조일자를 사실과 다르게 연장 표시,(주)바이오메스턴,경기도 성남시 분당구,,8809021591601,110g,2026-02-09,"홈페이지 공지, 전화 및 문자,DM안내 등 순차적 진행",제조일자만 표기,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2484614, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2484615, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2484795",C0312060300000,2026-02-13 17:06:19.821962,3000222032,1997050002476,3등급,태움.용융소금,20190280140,경기도,경기도 성남시,2026-02-13
냉동흰다리새우살(자숙),동물용의약품 기준 초과,(주)다이아몬드새우,서울특별시 송파구,,8809449222453,200g,2025.12.26,"물품 직접 회수 (거래처 및 소비자에게 공문, 유선 등을 통한 알림)",2028.12.25,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2484695, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2484696, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2484697",C0319060000000,2026-02-13 10:32:32.128595,3000222060,,2등급,기타 수산물가공품,20110115757,서울특별시,서울특별시 송파구,2026-02-13
목이버섯,잔류농약 기준 초과,유한회사 다온,경기도 부천시 오정구,,8809316910056,1kg,포장일자: 2025.12.18,거래처 방문 회수,포장일로부터 2년까지,농산물,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2481994, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2481995",A0700700000000,2026-02-06 17:53:00.234168,3000221739,,2등급,목이버섯,20250017312,경기도,경기도 부천시,2026-02-06
요리의 정수 훈연멸치맛,표시대상 알레르기 유발 원료성분(새우) 미표시,(주)해마,강원특별자치도 태백시,,8809972761177,70g(3.5g*20개입),데이터없음,거래처 재고량 반품 및 소비자 보관물량 회수,"'27.3.29, '27.4.21, '27.6.11",가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2479428, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2479429",C0312020400000,2026-02-04 13:31:41.156729,3000221602,200703911551293,1등급,복합조미식품,20070391155,강원특별자치도,강원특별자치도 태백시,2026-02-04
킥슬로우샷 그린,소비기한 사실과 다르게 연장 표시,(주)올즙,충청남도 금산군,,8809684170182,196g(14g*14포),데이터없음,,2027-05-22,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2475404, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2475405",C0309030200000,2026-01-29 17:35:24.641995,3000218499,2019047300762,3등급,과.채주스,20190473007,충청남도,충청남도 금산군,2026-01-29
재래돌김,스테비올배당체 및 효소처리스테비아 기준 부적합,(주)당진종합식품,경기도 광주시,,8801706000217,150g(45-50매),20251215,직접회수,20261214,수산물,http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2475376,A1100400000000,2026-01-29 19:16:40.805738,3000218450,,3등급,김,20130368188,경기도,경기도 광주시,2026-01-29
김정호네이처 고추씨사프란차,세균수 기준 규격 부적합,농업회사법인항산화에코팜(주),경상북도 영양군,,8809990518265,100g(10g*10포),데이터없음,유선 연락 후 회수,2027-10-22,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2472919, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2472920, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2472930",C0309010200000,2026-01-27 11:12:51.15379,3000218291,20110355036119,3등급,액상차,20220812004,경상북도,경상북도 영양군,2026-01-27
황칠장어진액(黃長力),세균수 기준 규격 부적합,자연의 힘,서울특별시 서초구,,,3.3L (110ml*30포),데이터없음,직접 회수,2027-01-02,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2473726, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2473727, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2473728",C0320040000000,2026-01-27 17:00:04.904899,3000218295,201603335011,3등급,추출가공식품,20250137681,서울특별시,서울특별시 서초구,2026-01-27
삼화맑은국간장,3-MCPD 기준 규격 부적합,삼화식품공사,대구광역시 달서구,,8801365117301,1.8L,2025. 12. 22.,반품 처리 또는 직접 방문 회수,2027-12-21,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2469821, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2469822",C0311070000000,2026-01-21 16:58:30.203974,3000218092,2016018256620,2등급,혼합간장,20160182566,대구광역시,대구광역시 달서구,2026-01-21
양념먹태채(간장맛),소비기한을 사실과 다르게 연장 표시,주영씨푸드,강원특별자치도 강릉시,,,35g,데이터없음,강제회수,2027-08-30,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2466135, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2466136",C0319030100000,2026-01-16 17:46:23.643022,3000217980,2024059928720,3등급,조미건어포,20230550314,강원특별자치도,강원특별자치도 강릉시,2026-01-16
파로뻥,이물(철사) 혼입,(주)슬로우트리,경기도 용인시 처인구,,,70g,데이터없음,고객 sms(문자) 안내 후 택배회수 접수,2026-12-20,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2465837, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2465488",C0315070200000,2026-01-16 17:46:59.235504,3000217875,20180363099215,1등급,곡류가공품,20180363099,경기도,경기도 용인시,2026-01-16
고려 농축 쌍화차 골드,세균수 기준 규격 부적합,(주)참존비엔에프,대구광역시 서구,,8809173200185,540g,2025-12-03,"직접 회수(영업 직원,택배 등)",2027-12-02,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2461045, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2461046",C0309010200000,2026-01-09 16:33:54.54331,3000217647,2015016307115,3등급,액상차,20150163071,대구광역시,대구광역시 서구,2026-01-09
장수국간장,3-MCPD 기준 규격 부적합,장수종합식품공업사,경상남도 함안군,,8809010091839,13L,데이터없음,유통경로를 통한 회수,2027-12-17,가공식품,http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2461009,C0311050000000,2026-01-09 16:27:28.520628,3000217652,200206170545,2등급,산분해간장,20020617054,경상남도,경상남도 함안군,2026-01-09
화이트 구름빵,황색포도상구균 기준 규격 부적합,버터풀 LAB,경기도 성남시 중원구,,,200g,데이터없음,본사 자체 회수,2026-12-01,가공식품,http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2456515,C0301040000000,2025-12-31 18:18:36.595809,3000217468,2023037712389,2등급,빵류,20230377123,경기도,경기도 성남시,2025-12-31
팔도담 오미자청,세균수 기준 규격 부적합,해오름에프앤비(F&B),경상북도 경산시,,,620g,데이터없음,구매자 개별안내를 통한 회수처리,2026-11-19,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2455172, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2455180",C0309010200000,2025-12-29 17:11:02.99058,3000217402,2023081159175,3등급,액상차,20230811591,경상북도,경상북도 경산시,2025-12-29
냉동 리치,잔류농약 기준 초과,주식회사 케이원무역,경기도 평택시,,8809415401837,1kg,포장일자: 2025.8.26,,포장일로부터 36개월까지,농산물,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2452802, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2452803",A0500501000000,2025-12-23 15:42:41.554731,3000217226,,2등급,리치,20240017800,경기도,경기도 평택시,2025-12-23
순대폭격부대찌개,대장균 기준 규격 부적합,빨간음식연구소,부산광역시 강서구,,,735g,2025-11-24,회수량 없음(전량 소비자에게 직접 판매),제조일로부터 12개월,즉석판매제조가공업 제조식품,http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2450361,C0322020300000,2025-12-22 14:41:38.241657,3000217184,202502036242,3등급,즉석조리식품,20250203615,부산광역시,부산광역시 강서구,2025-12-22
100% 피넛버터 크리미,총 아플라톡신 기준 초과,(주)이마트,충청남도 천안시 서북구,,2087686032073,510g,데이터없음,"회수대상 제품 보유중인 판매점 업무연락을 통한 당사 물류센터로 회수(기 구매고객 대상 메시지 발송, 점포내 고지를 통한 적극적 회수 안내)",2027.4.30,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2446761, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2446762, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2446763, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2446764",C0315030100000,2025-12-16 17:53:46.978121,3000217063,,1등급,땅콩버터,20230029610,충청남도,충청남도 천안시,2025-12-16
공주얼큰이칼국수소스,대장균군 기준 규격 부적합,(주)미전코리아,경기도 화성시 만세구,,,50g,2025-11-12,거래처 재고량 및 소비자 보관 물량 회수,2026-11-11,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2446795, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2446796",C0312020100000,2025-12-16 15:57:42.343803,3000217021,20170449014295,3등급,소스,20170449014,경기도,경기도 화성시,2025-12-16
냉동 람부탄,잔류농약 기준 초과,주식회사 대정,서울특별시 강남구,,8809153040398,1kg,포장일자: 2025.6.13,거래처 통한 수거,2028.6.12,농산물,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2444509, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2444510, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2444511",A0500501700000,2025-12-12 13:57:14.189467,3000216878,,2등급,람부탄,20030115203,서울특별시,서울특별시 강남구,2025-12-12
냉동 리치,잔류농약 기준 초과,주식회사 케이원무역,경기도 평택시,,8809415401837,1kg,포장일자: 2024.10.3,"공문발송 후 거래처에서 회수재고 취합하여 발송(차량, 택배 등)",포장일로부터 36개월까지,농산물,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2444719, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2444720, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2444721",A0500501000000,2025-12-12 13:57:28.52606,3000216884,,2등급,리치,20240017800,경기도,경기도 평택시,2025-12-12
백목이버섯,잔류농약 기준 초과,유한회사 다온,경기도 부천시 오정구,,8809225440811,500g,포장일자: 2025.10.12,거래처 방문 회수,2027.10.11,농산물,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2444673, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2444674, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2444517",A0700700000000,2025-12-12 13:56:55.571609,3000216875,,2등급,목이버섯,20250017312,경기도,경기도 부천시,2025-12-12
정통 마블데리야끼소스,표시대상 알레르기 유발 원료성분(대두) 미표시,(주)한품,경기도 오산시,,,2kg,데이터없음,136개소 업체에 소량씩 납품되어 회수 대상 없음,'26.1.6.~'26.11.18.,가공식품,http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2438227,C0312020100000,2025-12-04 18:24:18.794828,3000216562,201706351829,1등급,소스,20180384248,경기도,경기도 오산시,2025-12-04
WD 매운 데리야끼소스,표시대상 알레르기 유발 원료성분(대두) 미표시,(주)서해식품,경기도 부천시 오정구,,,2kg,데이터없음,배송인원을 통한 직접 회수,'25.12.19.~'26.11.19.,가공식품,http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2438226,C0312020100000,2025-12-04 18:23:50.61343,3000216579,20170635182207,1등급,소스,20170635182,경기도,경기도 부천시,2025-12-04
재래김,인공감미료(사카린나트륨) 검출,(주)대복에프엔지,전남광주통합특별시 서구,,8809139224170,100매,데이터없음,소비자 보관물량 회수,20261130,수산물,,B0200000000000,2025-12-03 16:51:54.311562,3000216417,,3등급,수산물,20050216115,전남광주통합특별시,전남광주통합특별시 서구,2025-12-03
왕대 갈비탕,대장균 기준 규격 부적합(기준 초과 검출),주식회사 건국푸드 곤지암공장,경기도 광주시,,,1kg,2025-11-20,거래처 재고량 전량 반품,2026-11-19,축산물,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2435898, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2435899, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2435900",C0316060000000,2025-12-02 09:20:34.40104,3000216483,202403710548,3등급,식육추출가공품,20240371054,경기도,경기도 광주시,2025-12-02
리버티엑스,비소 기준규격 초과,(주)유유헬스케어,강원특별자치도 횡성군,,8809545437041,,데이터없음,거래처 재고량 등 반품 회수,27.8.25,건강기능식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2433204, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2433205, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2433206, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2433207",E0328800000000,2025-11-27 16:16:09.969204,3000216344,200400151071178,2등급,유산균발효다시마추출물(제2011-22호),20040015107,강원특별자치도,강원특별자치도 횡성군,2025-11-27
곱창돌김(특),인공감미료(아세설팜칼륨) 검출,유한회사 청정식품,전남광주통합특별시 광산구,,8809461855639,100매,데이터없음,거래처 방문 회수,20261101,수산물,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2432863, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2433517",B0200000000000,2025-11-27 17:42:17.702888,3000216300,,3등급,수산물,,전남광주통합특별시,전남광주통합특별시 광산구,2025-11-27
고운 청결초,금속성이물 기준 규격 부적합,(주)청양식품,충청북도 옥천군,,8809219244258,2.5kg,데이터없음,거래처 재고량 회수(직접 방문 수거),2026-11-09,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2431966, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2431052",C0312050200000,2025-11-26 14:22:19.137419,3000216196,2003044003135,3등급,향신료조제품,20030440031,충청북도,충청북도 옥천군,2025-11-26
율무,제랄레논 기준 초과 검출,라토영농조합법인,경남,,8809075163267,500g,2025.08.08(포장일),거래처 재고량 반품,24NJT250808(로트번호),농산물,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2431667, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2431668",A0101000004000,2025-11-27 16:15:53.531008,3000216234,,3등급,율무건조,,경남,경남,2025-11-27
프리미엄 오한진의 백세 알부민,이물(유리조각) 혼입,(주)지케이라이프,서울특별시 강서구,,8809148822954,33g*30병(990g),데이터없음,판매처 또는 구매처로 회수,2027-09-20,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2430261, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2430262, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2430263",C0309080100000,2025-11-25 18:01:48.233258,3000216160,20190391466155,1등급,혼합음료,20150086368,서울특별시,서울특별시 강서구,2025-11-25
착한 흑염소 진액,세균수 기준 규격 부적합(기준 초과 검출),착한 흑염소,경기도 안성시,,,100g,2025-11-16,영업자 회수,2027-11-15,축산물,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2429046, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2429047, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2429048, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2429049",C0316060000000,2025-11-24 09:57:53.806187,3000216104,202303581401,3등급,식육추출가공품,20230358140,경기도,경기도 안성시,2025-11-24
